Book Name,Author,Cover Image Path,Genre,Abstract
The Mysterious Affair at Styles,"
Agatha Christie

, 
Aric Cushing

, and 
Bookstar",images/Mystery_The Mysterious Affair at Styles.jpg,Mystery,"Set in the summer of 1917 in an Essex country estate, the story follows the war-wounded Captain Arthur Hastings to the Styles St. Mary manor of his friend John Cavendish. The Cavendish household is wrought with tension due to the marriage of John's widowed old aunt Emily, she of a sizeable fortune, to a suspicious younger man, Alfred Inglethorp, twenty years her junior. Emily's two stepsons, John and Lawrence Cavendish, as well as John's wife Mary and several other people, also live at Styles. Late one night, the residents of Styles wake to find Emily Inglethorp dying. When Emily's sudden heart attack is found to be attributable to strychnine, Hastings, who had runs into his old friend, the Belgian Hercule Poirot, he recruits him to aid in the local investigation. With impeccable timing, Hercule Poirot, the insightful retired detective, makes his dramatic entrance to solve a most baffling case.

Who poisoned the wealthy Emily Inglethorpe, and how did the murderer penetrate and escape from her locked bedroom? Suspects abound in the quaint village of Styles St. Mary--from the heiress's fawning new husband to her two stepsons, her volatile housekeeper, and a pretty nurse who works in a hospital dispensary. On the day she was killed, Emily Inglethorp was overheard arguing with someone, most likely her husband, Alfred, or her stepson, John. Afterwards, she seemed quite distressed and, apparently, made a new will--which no one can find. Nobody can explain how or when the strychnine was administered to Mrs. Inglethorp. High on Poirot's list of suspects are: John Cavendish, the elder stepson; Mary Cavendish, his wife; Lawrence Cavendish, the younger stepson; Evelyn Howard, Mrs. Inglethorpe's companion; Cynthia Murdoch, her protegee; and Dr. Bauerstein, a mysterious stranger who lives in Essex. All have motive and opportunity but only Poirot can discover the truth."
The Mystery of the Blue Train,"
Agatha Christie",images/Mystery_The Mystery of the Blue Train.jpg,Mystery,"The Mystery of the Blue Trainrevolves around a set of fabulous rubies, said to have been worn by Catherine the Great, now purchased by an American millionaire as a gift to his daughter. When she takes them with her on a luxury train to the Riviera, she is unaware that among her fellow passengers are her unfaithful husband, his not-so-secret mistress, a quiet Englishwoman who believes that nothing exciting ever happens to her—and the famous retired detective Hercule Poirot. And, possibly, a murderer.

Despite positive critical reception of this entry in thePoirotcanon,Christiedescribed this as the least favorite of her own novels. However, this is almost certainly due to the events in her personal life during that time: the death of her mother, followed closely by the discovery of her husband’s affair and his request for divorce. Suffering from what appears to have been a nervous breakdown, Christie famously disappeared for over a week in December 1926, triggering a nationwide search before she was discovered to have checked into a hotel under an assumed name. This novel was written in part during a three-month convalescence following those events.

The book is dedicated to Christie’s secretary Charlotte Fisher and her pet terrier Peter, calling them “distinguished members of the O.F.D.” The “Order of Faithful Dogs” was Christie’s name for her circle of closest friends."
Murder in Mesopotamia: a Poirot mystery,"
Agatha Christie",images/Mystery_Murder in Mesopotamia: a Poirot mystery.jpg,Mystery,"E-book exclusive extras: Christie biographer Charles Osborne's essay on Murder in Mesopotamia; ""The Poirots"": the complete guide to all the cases of the great Belgian detective.  Nurse Amy Leatheran had never felt the lure of the ‘mysterious East,’ but she nonetheless accepts an assignment at Hassanieh, an ancient site deep in the Iraqi desert, to care for the wife of a celebrated archaeologist. Mrs Leidner is suffering bizarre visions and nervous terror. ‘I’m afraid of being killed!’ she admits to her nurse. Her terror, unfortunately, is anything but unfounded, and Nurse Leatheran is soon enough without a patient. The world’s greatest detective happens to be in the vicinity, however: having concluded an assignment in Syria, and curious about the dig at Hassanieh, Hercule Poirot arrives in time to lead a murder investigation that will tax even his remarkable powers -- and in a part of the world that has seen more than its share of misadventure and foul play."
Death on the Nile: A Hercule Poirot Mystery,"
Agatha Christie",images/Mystery_Death on the Nile: A Hercule Poirot Myster.jpg,Mystery,"The tranquillity of a cruise along the Nile was shattered by the discovery that Linnet Ridgeway ( Linnet Doyle) had been shot through the head. She was young, stylish, rich and beautiful. A girl who had everything... until she lost her life.

Hercule Poirot recalled an earlier outburst by a fellow passenger: 'I'd like to put my dear little pistol against her head and just press the trigger.' Yet in this exotic setting nothing was ever quite what it seemed..."
The Hollow: A Hercule Poirot Mystery (Mystery Masters Series),"
Agatha Christie",images/Mystery_The Hollow: A Hercule Poirot Mystery (Myst.jpg,Mystery,"E-book exclusive extras:1) Christie biographer Charles Osborne's essay on The Hollow;2) ""The Poirots"": the complete guide to all the cases of the great Belgian detective."
Sleeping murder: a Miss Marple mystery,"
Agatha Christie",images/Mystery_Sleeping murder: a Miss Marple mystery.jpg,Mystery,"""Miss Marple turns ghost hunter and uncovers shocking evidence of a perfect crime""--"
Five Little Pigs: A Hercule Poirot Mystery (Mystery Masters Series),"
Agatha Christie",images/Mystery_Five Little Pigs: A Hercule Poirot Mystery.jpg,Mystery,"Sixteen years after Caroline Crale has been convicted of the murder of her husband, Amyas Crale, her daughter, Carla Lemarchant, approaches Poirot to investigate the case. Poirot embarks optimistically upon an unprecedented challenge, but soon fears that the case may be as cut and dried as it had first appeared."
Death in the Clouds: A Hercule Poirot Mystery (Mystery Masters),"
Agatha Christie",images/Mystery_Death in the Clouds: A Hercule Poirot Myst.jpg,Mystery,"From seat number nine, Hercule Poirot is almost ideally placed to observe his fellow air travelers on this short flight from Paris to London. Over to his right sits a pretty young woman, clearly infatuated with the man opposite. Ahead, in seat number thirteen, is the Countess of Horbury, horribly addicted to cocaine and not doing too good a job of concealing it. Across the gangway in seat number eight, a writer of detective fiction is being troubled by an aggressive wasp. Yes, Poirot is almost ideally placed to take it all in--except that the passenger in the seat directly behind him has slumped over in the course of the flight ... dead. Murdered. By someone in Poirot's immediate proximity. And Poirot himself must number among the suspects."
They Do It With Mirrors: A Miss Marple Mystery (Miss Marple Mysteries),"
Agatha Christie",images/Mystery_They Do It With Mirrors: A Miss Marple Mys.jpg,Mystery,"E-book exclusive extras:1) Christie biographer Charles Osborne's essay on They Do It with Mirrors;2) ""The Marples"": the complete guide to all the cases of crime literature's foremost female detective.A sense of danger pervades the rambling Victorian mansion in which Jane Marple’s friend Carrie Louise lives—and not only because the building doubles as a rehabilitation centre for criminal youths. One inmate attempts, and fails, to shoot dead the administrator. But simultaneously, in another part of the building, a mysterious visitor is less lucky. Miss Marple must employ all her cunning to solve the riddle of the stranger’s visit, and his murder—while protecting her friend from a similarly dreadful fate.The New York Times: ‘No one on either side of the Atlantic does it better.’"
Murder Is Announced: A Miss Marple Mystery,"
Agatha Christie",images/Mystery_Murder Is Announced: A Miss Marple Mystery.jpg,Mystery,"The villagers of Chipping Cleghorn, including Jane Marple, are agog with curiosity over an advertisement in the local gazette which read: 'A murder is announced and will take place on Friday October 29th, at Little Paddocks at 6:30 p.m.'  Unable to resist the mysterious invitation, a crowd begins to gather at Little Paddocks at the ppointed time when, without warning, the lights go out . . ."
Whose Body?: The First Lord Peter Wimsey Mystery (Mystery Masters),"
Dorothy L. Sayers",images/Mystery_Whose Body: The First Lord Peter Wimsey My.jpg,Mystery,"The first of the Lord Peter Wimsey mysteries, in which the suave and witty gentleman foregoes a rare-book auction to investigate the presence of a bespectacled nude body in an architect's bathtub near the Wimsey's Denver estate"
Peril at End House: A Hercule Poirot Mystery (Mystery Masters),"
Agatha Christie",images/Mystery_Peril at End House: A Hercule Poirot Myste.jpg,Mystery,"E-book exclusive extras:1) Christie biographer Charles Osborne's essay on Peril at End House;2) ""The Poirots"": the complete guide to all the cases of the great Belgian detective.Nick is an unusual name for a pretty young woman. And Nick Buckley has been leading an unusual life of late. First, on a treacherous Cornish hillside, the brakes on her car fail. Then, on a coastal path, a falling boulder misses her by inches. Safe in bed, she is almost crushed by a painting. Upon discovering a bullet hole in Nick’s sun hat, Hercule Poirot (who had come to Cornwall for a simple holiday with his friend Captain Hastings) decides that the girl needs his protection. At the same time, he begins to unravel the mystery of a murder that hasn't been committed. Yet.Times Literary Supplement: 'Ingenious.'"
Evil Under the Sun: A Hercule Poirot Mystery,"
Agatha Christie",images/Mystery_Evil Under the Sun: A Hercule Poirot Myste.jpg,Mystery,"Set at the Jolly Roger, a posh vacation resort for the rich and famous on the southern coast of England, Evil Under the Sun is one of Agatha Christie’s most intriguing mysteries. When a gorgeous young bride is brutally strangled to death on the beach, only Hercule Poirot can sift through the secrets that shroud each of the guests and unravel the macabre mystery at this playground by the sea."
Sittaford Mystery,"
Agatha Christie",images/Mystery_Sittaford Mystery.jpg,Mystery,"M-U-R-D-E-R. It began as an innocent parlor game intended to while away the hours on a bitter winter night.

But the message that appeared before the amateur occultists at the snowbound Sittaford House was spelled out as loud and clear as a scream. Of course, the notion that they had foretold doom was pure bunk. Wasn't it? And the discovery of a corpse was pure coincidence. Wasn't it? If they're to discover the answer to this baffling murder, perhaps they should play again. But a journey into the spirit world could prove terribly dangerous-especially when the killer is lurking in this one.

NOTE: This book is the same as The Sittaford Mystery"
The Moving Finger: A Miss Marple Mystery,"
Agatha Christie",images/Mystery_The Moving Finger: A Miss Marple Mystery.jpg,Mystery,"The placid village of Lymstock seems the perfect place for Jerry Burton to recuperate from his accident under the care of his sister, Joanna. But soon a series of vicious poison-pen letters destroys the village's quiet charm, eventually causing one recipient to commit suicide. The vicar, the doctor, the servants—all are on the verge of accusing one another when help arrives from an unexpected quarter. The vicar's houseguest happens to be none other than Jane Marple."
Poirot Investigates: Eleven Complete Mysteries (Mystery Masters Series),"
Agatha Christie",images/Mystery_Poirot Investigates: Eleven Complete Myste.jpg,Mystery,"First there was the mystery of the film star and the diamond… then came the ‘suicide’ that was murder… the mystery of the absurdly chaep flat… a suspicious death in a locked gun-room… a million dollar bond robbery… the curse of a pharoah’s tomb… a jewel robbery by the sea… the abduction of a Prime Minister… the disappearance of a banker… a phone call from a dying man… and, finally, the mystery of the missing will.  What links these fascinating cases? Only the brilliant deductive powers of Hercule Poirot!"
Thirteen at Dinner: A Hercule Poirot Mystery (Mystery Masters Series),"
Agatha Christie",images/Mystery_Thirteen at Dinner: A Hercule Poirot Myste.jpg,Mystery,"Poirot had been present when Jane bragged of her plan to 'get rid of' her estranged husband.  Now the monstrous man was dead, but how could Jane have stabbed Lord Edgware to death in his library at exactly the same time she was seen dining with friends?  And what could be her motive now that the aristocrat had vinally granted her a divorce?"
The Big Four: A Hercule Poirot Mystery,"
Agatha Christie",images/Mystery_The Big Four: A Hercule Poirot Mystery.jpg,Mystery,"They are a vicious international quartet of criminals known as ""The Big Four"". Number One was a brilliant Chinese, the greatest criminal brain of all time; Number Two was a USAmerican multi-millionaire; Number Three was a beautiful Frenchwoman scientist; and Number Four was ""the destroyer,"" the ruthless murderer with a genius for disguise, whose business it was to remove those who interfered with his masters plans. These four, working together, is a partnership with one simple goal, establish world dominance with murders.

Belgian detective Hercule Poirot was preparing for a voyage to South America when an uninvited guest, coated from head to foot in mud, stood at his doorway, collapsed, then recovered long enough to scribble the number four on a piece of paper. Now, ""The Big Four"" pursues eliminate the only man who can foil them: Hercule Poirot. It's up to Poirot and his faithful assistant Hastings to follow the clues and stop the deadly cabal from achieving its devastating end. But do they really avoid the Grim Reaper? In the most dangerous case of his career, the little detective will not be diverted by poison, a falling tree, electrocution, or a hit-and-run. Poirot appears to meet his end when a bomb explodes in his apartment. Hastings, devastated, vows to avenge him--but can he succeed without Poirot?"
Cards on the Table (Mystery Masters),"
Agatha Christie",images/Mystery_Cards on the Table (Mystery Masters).jpg,Mystery,"It was the match-up of the century: four sleuths--Superintendent Battle of Scotland Yard; Mrs. Ariadne Oliver, famed writer of detective stories; Col. Race of His Majesty's Secret Service; and the incomparable Hercule Poirot - invited to play bridge with four specially invited guests, each of whom had gotten away with murder! But before the first rubber was completed, the host was dead."
Murder at the Vicarage: A Miss Marple Mystery,"
Agatha Christie",images/Mystery_Murder at the Vicarage: A Miss Marple Myst.jpg,Mystery,"Murder at the Vicarage (1930)is the first Miss Marple mystery book by Agatha Christie.Miss Jane Marple is a village busybody who applies human nature to crimes. Colonel Protheroe, magistrate universally despised, was shot in his study, unheard. His wife Anne admits newly arrived artist Lawrence Redding is an old flame, and both confess to murder.The local inspector and Miss Marple sort through to the truth.

The murder of Colonel Protheroe shocks the town of St. Mary Mead, where the main entertainment is tea and gossip.Among the neighbors of St. Mary Mead, the most meddlesome, observant and shrewd person is Miss Marple. His intervention will be decisive in the resolution of a crime for which there are no suspects.

Death in the vicarage, published in 1930, was the first appearance of one of the most important characters in the work of Agatha Christie, the spinster and insightful Miss Marple, whose cases have been adapted several times both to the cinema and in Form of television series."
Three Act Tragedy: A Hercule Poirot Mystery (Mystery Masters Series),"
Agatha Christie",images/Mystery_Three Act Tragedy: A Hercule Poirot Myster.jpg,Mystery,"Sir Charles Cartwright should have known better than to allow thirteen guests to sit down for dinner. For at the end of the evening one of them is dead—choked by a cocktail that contained no trace of poison.

Predictable, says Hercule Poirot, the great detective. But entirely unpredictable is that he can find absolutely no motive for murder.…"
Elephants Can Remember (Hercule Poirot Mysteries),"
Agatha Christie",images/Mystery_Elephants Can Remember (Hercule Poirot Mys.jpg,Mystery,"E-book exclusive extras:1) Christie biographer Charles Osborne's essay on Elephants Can Remember;2) ""The Poirots"":  the complete guide to all the cases of the great Belgian detective.""The Ravenscrofts didn’t seem that kind of person. They seemed well balanced and placid…"" And yet, twelve years earlier, the husband had shot the wife, and then himself — or perhaps it was the other way around, since sets of both of their fingerprints were on the gun, and the gun had fallen between them. The case haunts Ariadne Oliver, who had been a friend of the couple. The famous mystery novelist desires this real-life mystery solved, and calls upon Hercule Poirot to help her do so. Poirot is now a very old man, but his mind is as nimble and as sharp as ever and can still penetrate deep into the shadows. But as Poirot and Mrs Oliver and Superintendent Spence reopen the long-closed case, a startling discovery awaits them. And if memory serves Poirot (and it does!), crime — like history — has a tendency to repeat itself."
The mirror crack'd: a Miss Marple murder mystery,"
Agatha Christie",images/Mystery_The mirror crack'd: a Miss Marple murder m.jpg,Mystery,"Miss Jane Marple, whose house in St. Mary Mead is close to the scene of the crime gives Scotland Yard her gracious cooperation in solving a poisoning that takes place at a village reception where the hostess is a lovely film star."
After the funeral: a Hercule Poirot mystery,"
Agatha Christie",images/Mystery_After the funeral: a Hercule Poirot myster.jpg,Mystery,"When Cora is savagely murdered with a hatchet, the extraordinary remark she made the previous day at her brother Richard's funeral suddenly takes on a chilling significance. At the reading of Richard's will, Cora was clearly heard to say: 'It's been hushed up very nicely, hasn't it. But he was murdered, wasn't he?' In desperation, the family solicitor turns to Hercule Poirot to unravel the mystery."
Appointment with Death: A Hercule Poirot Mystery (Mystery Masters),"
Agatha Christie",images/Mystery_Appointment with Death: A Hercule Poirot M.jpg,Mystery,"AgathaChristie set this book in Jerusalem. An English family headed by a bullying overbearing mother is murdered. Suspicion falls on members of the family, so poirot steps in to investigate."
At Bertram's Hotel: A Miss Marple Mystery,"
Agatha Christie",images/Mystery_At Bertram's Hotel: A Miss Marple Mystery.jpg,Mystery,"An old-fashioned London Hotel is not quite as reputable as it makes out… When Miss Marple comes up from the country for a holiday in London, she finds what she’s looking for at Bertram’s Hotel: traditional decor, impeccable service and an unmistakable atmosphere of danger behind the highly polished veneer. Yet, not even Miss Marple can foresee the violent chain of events set in motion when an eccentric guest makes his way to the airport on the wrong day…"
The Secret of Chimneys (Mystery Masters Series),"
Agatha Christie",images/Mystery_The Secret of Chimneys (Mystery Masters Se.jpg,Mystery,"A bit of adventure and quick cash is all that good-natured drifter Anthony Cade is looking for when he accepts a messenger job from an old friend. It sounds so simple: deliver the provocative memoirs of a recently deceased European count to a London publisher. Little did Anthony suspect that a simple errand to deliver the manuscript on behalf of his friend would drop him right in the middle of an international conspiracy, and he begins to realize that it has placed him in serious danger. Why were Count Stylptich's memoirs so important? And what was ""King Victor"" really after? The parcel holds ore than scandalous royal secrets - because it contains a stash of letters that suggest blackmail. Someone would stop at nothing to prevent the monarchy being restored in faraway Herzoslovakia.

Wherever ravishing Virginia Revel went, death seemed sure to follow. First her husband died. The next to perish was a foreign prince whose ruthless power was matched by his scandalous passions. Then a bungling blackmailer followed them into the grave. Murder, blackmail, stolen letters, and a fabulous missing jewel: all under the not always co-operative eyes of Scotland Yard and the Surete. All threads lead to Chimneys, one of England's historic country house estates, where a master murderer mingled with the aristocratic guests. Virginia could turn to only one person to prove her innocence and end her nightmare, and she could only pray that she had not put her life into the hands of the man who was out to take it....

This novel was published in 1925 by Bodley Head in London, and by Dodd, Mead & Co. in New York. The Times Literary Supplement described it as ""a thick fog of mystery, cross purposes, and romance, which leads up to a most unexpected and highly satisfactory ending"".Chimneys was adapted by Christie as a stage play but was not performed until 2003, in Canada. It was filmed with the addition of Julia McKenzie as Miss Marple by ITV in 2009."
The body in the library: a Miss Marple mystery,"
Agatha Christie",images/Mystery_The body in the library: a Miss Marple mys.jpg,Mystery,"Cheap satin and peroxide blondes were a rare sight in St. Mary Mead, at least before film-man Basil Blake bought a cottage and invited down the London crowd. Then a girl in a garish get-up is found strangled in Colonel Bantry's library, and it appears Basil is involved."
Murder of Roger Ackroyd: A Hercule Poirot Mystery,"
Agatha Christie",images/Mystery_Murder of Roger Ackroyd: A Hercule Poirot .jpg,Mystery,"Roger Ackroyd knew too much. He knew that the woman he loved had poisoned her brutal first husband. He suspected also that someone had been blackmailing her. Then, tragically, came the news that she had taken her own life with an apparent drug overdose.

However, the evening post brought Roger one last fatal scrap of information, but before he could finish reading the letter, he was stabbed to death. Luckily one of Roger’s friends and the newest resident to retire to this normally quiet village takes over—none other than Monsieur Hercule Poirot . . .

Not only beloved by generations of readers, The Murder of Roger Ackroyd was one of Agatha Christie’s own favorite works—a brilliant whodunit that firmly established the author’s reputation as the Queen of Mystery.--back cover"
The secret adversary: a Tommy and Tuppence mystery,"
Agatha Christie",images/Mystery_The secret adversary: a Tommy and Tuppence.jpg,Mystery,"Tommy Beresford and Prudence 'Tuppence' Cowley are young, in love… and flat broke. Just after Great War, there are few jobs available and the couple are desperately short of money. Restless for excitement, they decide to embark on a daring business scheme: Young Adventurers Ltd.—""willing to do anything, go anywhere."" Hiring themselves out proves to be a smart move for the couple. In their first assignment for the mysterious Mr. Whittingtont, all Tuppence has to do in their first job is take an all-expense paid trip to Paris and pose as an American named Jane Finn. But with the assignment comes a bribe to keep quiet, a threat to her life, and the disappearance of her new employer. Now their newest job are playing detective.

Where is the real Jane Finn? The mere mention of her name produces a very strange reaction all over London. So strange, in fact, that they decided to find this mysterious missing lady. She has been missing for five years. And neither her body nor the secret documents she was carrying have ever been found. Now post-war England's economic recovery depends on finding her and getting the papers back. But he two young working undercover for the British ministry know only that her name and the only photo of her is in the hands of her rich American cousin. It isn’t long before they find themselves plunged into more danger than they ever could have imagined—a danger that could put an abrupt end to their business… and their lives."
ABC Mysterie,"
Agatha Christie",images/Mystery_ABC Mysterie.jpg,Mystery,"There's a serial killer on the loose, bent on working his way though the alphabet.  There seems little chance of the murderer being caught - until her makes the crucial and vain mistake of challenging Hercule Poirot to frustrate his plans . . ."
The Mysterious Stranger,"
Mark Twain",images/Mystery_The Mysterious Stranger.jpg,Mystery,"The Mysterious Strangeris a novel attempted by the American author Mark Twain. He worked on it intermittently from 1897 through 1908. Twain wrote multiple versions of the story; each involves a supernatural character called ""Satan"" or ""No. 44"". All the versions remained unfinished (with the exception of the last one, No. 44,the Mysterious Stranger)."
The Seven dials mystery,"
Agatha Christie",images/Mystery_The Seven dials mystery.jpg,Mystery,"Brings back several characters from an earlier novel,The Secret of Chimneys, in a story that can best be described as a John Buchan thriller told by P.G. Wodehouse. (https://agathachristie.fandom.com/wiki/The_Seven_Dials_Mystery)

Consummate young silly ass Gerry Wade is the despair of hosts and hostesses across the land, with his inability to make it to breakfast before the eggs are congealed, the toast has wilted and the coffee has grown chill and distinctly unwelcoming. And so, a small group of sundry other young silly-asses and interchangeable girls decide that a good, stiff dose of eight fine alarum clocks would be just the thing to spring him, yelling, from his bed in the early hours. This plan, however, fails signally to work, for the very good reason that Gerry is far too dead to be roused by anything quieter than the Last Trump.This discovery both puts a dampener on the house party and raises some questions. Why would a notoriously heavy sleeper die of an overdose of a sleeping draught? And why are there only seven of the eight clocks found in the bedroom, neatly and sinisterly arranged on the mantelpiece as though to convey some message?Lady Eileen ‘Bundle’ Brent and friends are shortly to find out… (https://alackofconsensus.wordpress.com/2018/03/07/review-the-seven-dials-mystery-by-agatha-christie/)"
The Clocks: A Hercule Poirot Mystery (Mystery Masters Series),"
Agatha Christie",images/Mystery_The Clocks: A Hercule Poirot Mystery (Myst.jpg,Mystery,"Sheila Webb, typist-for-hire, has arrived at 19 Wilbraham Crescent in the seaside town of Crowdean to accept a new job. What she finds is a well-dressed corpse surrounded by five clocks. Mrs Pebmarsh, the blind owner of No. 19, denies all knowledge of ringing Sheila’s secretarial agency and asking for her by name — yet someone did. Nor does she own that many clocks. And neither woman seems to know the victim. Colin Lamb, a young intelligence specialist working a case of his own at the nearby naval yard, happens to be on the scene at the time of Sheila Webb’s ghastly discovery. Lamb knows of only one man who can properly investigate a crime as bizarre and baffling as what happened inside No. 19 — his friend and mentor, Hercule Poirot."
Nemesis: A Miss Marple Mystery,"
Agatha Christie",images/Mystery_Nemesis: A Miss Marple Mystery.jpg,Mystery,"E-book exclusive extras:1) Christie biographer Charles Osborne's essay on Nemesis;2) ""The Marples"": the complete guide to all the cases of crime literature's foremost female detective.Even the unflappable Miss Marple is astounded as she reads the letter addressed to her on instructions from the recently deceased tycoon Mr Jason Rafiel, whom she had met on holiday in the West Indies (A Caribbean Mystery). Recognising in her a natural flair for justice and a genius for crime-solving, Mr Rafiel has bequeathed to Miss Marple a £20,000 legacy—and a legacy of an entirely different sort. For he has asked Miss Marple to investigate…his own murder. The only problem is, Mr Rafiel has failed to name a suspect or suspects. And, whoever they are, they will certainly be determined to thwart Miss Marple’s inquiries—no matter what it will take to stop her.Of note: Nemesis is the last Jane Marple mystery that Agatha Christie wrote—though not the last Marple published."
The Mysterious Island,"
Jules Verne",images/Mystery_The Mysterious Island.jpg,Mystery,"The Mysterious Islandtells the tale of five Americans who, in an attempt to escape the Civil War, pilot a hot-air balloon and find themselves crashed on a deserted island somewhere in the Pacific.Vernehad been greatly influenced by works likeRobinson CrusoeandThe Swiss Family Robinson, and that influence shines brightly in this novel of engineering ingenuity and adventure. Verne imparts the escapees with such over-the-top cleverness and so many luckily-placed resources that modern readers might find the extent to which they tame the island comical. Despite that, the island contains genuine mysteries for the adventurers to solve.

The standard translation ofThe Mysterious Islandwas produced in 1875, and is credited toW. H. G.Kingston. Despite its popularity, it’s widely criticized for abridging and Bowlderizing important parts of the text. The translation presented here, produced by StephenW.White in 1876, is considered a much more accurate translation, despite it also abridging some portions."
Curtain: a Hercule Pirot murder mystery,"
Agatha Christie",images/Mystery_Curtain: a Hercule Pirot murder mystery.jpg,Mystery,"wheelchair-bound Poirot returns to Styles, the venue of his first investigation, where he knows another murder is going to take place…

The house guests at Styles seemed perfectly pleasant to Captain Hastings; there was his own daughter Judith, an inoffensive ornithologist called Norton, dashing Mr Allerton, brittle Miss Cole, Doctor Franklin and his fragile wife Barbara , Nurse Craven, Colonel Luttrell and his charming wife, Daisy, and the charismatic Boyd-Carrington.

So Hastings was shocked to learn from Hercule Poirot’s declaration that one of them was a five-times murderer. True, the ageing detective was crippled with arthritis, but had his deductive instincts finally deserted him?…"
4:50 From Paddington: A Miss Marple Mystery,"
Agatha Christie",images/Mystery_4:50 From Paddington: A Miss Marple Myster.jpg,Mystery,"Agatha Christie’s audacious mystery thriller, reissued with a striking new cover designed to appeal to the latest generation of Agatha Christie fans and book lovers.

For an instant the two trains ran together, side by side. In that frozen moment, Elspeth witnessed a murder. Helplessly, she stared out of her carriage window as a man remorselessly tightened his grip around a woman’s throat. The body crumpled. Then the other train drew away.

But who, apart from Miss Marple, would take her story seriously? After all, there were no suspects, no other witnesses… and no corpse."
Hallowe'en Party: A Hercule Poirot Mystery (Mystery Masters),"
Agatha Christie",images/Mystery_Hallowe'en Party: A Hercule Poirot Mystery.jpg,Mystery,"Mystery writer Ariadne Oliver has been invited to a Hallowe’en party at Woodleigh Common. One of the other guests is an adolescent girl known for telling tall tales of murder and intrigue -- and for being generally unpleasant. But when the girl, Joyce, is found drowned in an apple-bobbing tub, Mrs Oliver wonders after the fictional nature of the girl’s claim that she had once witnessed a murder. Which of the party guests wanted to keep her quiet is a question for Ariadne’s friend Hercule Poirot. But unmasking a killer this Hallowe’en is not going to be easy -- for there isn’t a soul in Woodleigh who believes the late little storyteller was actually murdered."
Third Girl: A Hercule Poirot Mystery,"
Agatha Christie",images/Mystery_Third Girl: A Hercule Poirot Mystery.jpg,Mystery,"Three young women share a London flat. The first is a coolly efficient personal secretary; the second an artist. The third interrupts Hercule Poirot's breakfast of 'Brioche' and 'Chocolat' insisting she is a murderer – and then promptly disappears.  Slowly, Poirot learns of the rumours surrounding the mysterious third girl, her family – and her disappearance. Yet hard evidence is needed before the great detective can pronounce her guilty, innocent or insane…"
Hercule Poirot's Christmas: a holiday mystery,"
Agatha Christie",images/Mystery_Hercule Poirot's Christmas: a holiday myst.jpg,Mystery,"Poirot is called to the family estate of Simeon Lee, after he is found lying in a pool of blood on Christmas Eve."
Murder on the Orient Express: a Hercule Poirot mystery,"
Agatha Christie

, 
Andrew Sachs

, 
Ken Ludwig

, 
Not Known

, 
Graham Johnson

, 
Bethany Bolton

, 
Jesse Felton

, 
Chalut

, and 
Hal Boffin",images/Mystery_Murder on the Orient Express: a Hercule Po.jpg,Mystery,"While en route from Syria to Paris, in the middle of a freezing winter's night, the Orient Express is stopped dead in its tracks by a snowdrift.Passengers awake to find the train still stranded and to discover that a wealthy American has been brutally stabbed to death in his private compartment. Incredibly, that compartment is locked from the inside. With no escape into the wintery landscape the killer must still be on board.Fortunately, the brilliant Belgian inspector Hercule Poirot is also on board, having booked the last available berth.

Murder on the Orient Express is one of Agatha Christie’s most famous novels, owing no doubt to a combination of its romantic setting and the ingeniousness of its plot; its non-exploitative reference to the sensational kidnapping and murder of the infant son of Charles and Anne Morrow Lindbergh only two years prior; and a popular1974 film adaptation, starring Albert Finney as Poirot - one of the few cinematic versions of a Christie work that met with the approval, however mild, of the author herself."
Crooked House (Minotaur Mysteries),"
Agatha Christie",images/Mystery_Crooked House (Minotaur Mysteries).jpg,Mystery,"Three generations of the Leonides family live together in a large, if somewhat crooked looking, house. Then the wealthy patriarch, Aristide, is murdered. Suspicion falls on the whole household, including Aristide's two sons, his widow – fifty years his junior – and even his three grandchildren. Could any member of this seemingly devoted family have had a hand in his death? Can Charles Hayward, fiance of the late millionaire's granddaughter, help the police find the killer and clear his loved one's name?Christie always acknowledged this novel as one of her favourites. She said in an interview in The Sunday Times that she enjoyed best writing the Crooked House type novel, ""which depends on a family and the interplay of their lives."""
The Red House Mystery,"
A. A. Milne",images/Mystery_The Red House Mystery.jpg,Mystery,"The Red House Mysteryis a detective novel byA. A.Milne, better known for his children’s writing, who wrote this book for his father in 1922. It is his only mystery novel and was very popular at the time.

Mark Ablett is the amiable host of a country-house party to which his estranged brother, Robert, arrives from Australia. Robert is the black sheep of the family who is said to have borrowed money in the past and had written to warn of his visit. One afternoon a gunshot is heard, and Robert is found shot in the head while locked in the library, while his brother Mark has vanished. Tony Gillingham, who has arrived to visit Bill Beverley, one of the guests at the house-party, takes it upon himself to investigate the death. Together Tony and Bill form a Holmes and Watson partnership and seek to solve the mystery in an unorthodox manner, taking over from a bumbling police force.

The Red House Mysteryhas divided opinion on its literary merit but it remains an entertaining and intriguing read nonetheless."
